pr,kind,path,review_url,status,commits,evidence
977,inline,apps/backend/tests/integration/_temperature_request_probe.py,https://github.com/srbhr/Resume-Matcher/pull/977#discussion_r3941693842,fixed,8d5158a1c5daf6675703df3360a3ce5ea58184e4,"Probe now supplies two malformed responses before valid JSON; real SDK requests include0.1,0.3,0.5 for supported models. Three contract assertions first failed;102 targeted tests now pass."
977,inline,apps/backend/tests/integration/test_temperature_request_contract.py,https://github.com/srbhr/Resume-Matcher/pull/977#discussion_r3941693861,duplicate,8d5158a1c5daf6675703df3360a3ce5ea58184e4,Second retry assertions fixed with3941693842.
977,inline,apps/backend/app/llm.py,https://github.com/srbhr/Resume-Matcher/pull/977#discussion_r3941702786,not-actionable,,Official OpenAI GPT-5.2 model guidance explicitly states GPT-5.1/5.2 default reasoning is none. Thus omission preserves the supported default for these exact models. Unknown aliases remain conservative; no live acceptance claim. See primary-source-checks.md.
977,inline,apps/backend/app/llm.py,https://github.com/srbhr/Resume-Matcher/pull/977#discussion_r3941702792,fixed,8d5158a1c5daf6675703df3360a3ce5ea58184e4,Missing/non-boolean reasoning metadata now warns and omits flexible sampling. Three red capability cases now pass; missing no-reasoning capability also warns.
977,inline,apps/backend/app/llm.py,https://github.com/srbhr/Resume-Matcher/pull/977#discussion_r3941702797,fixed,8d5158a1c5daf6675703df3360a3ce5ea58184e4,"Added actual serialized controls for versioned gpt-5.1-chat-latest and gpt-5.2-chat-latest. Their installed LiteLLM capabilities differ, so a blanket chat-name exemption would be incorrect. Bare versioned names are unregistered and remain conservative."
977,inline,apps/backend/tests/integration/_temperature_request_probe.py,https://github.com/srbhr/Resume-Matcher/pull/977#discussion_r3941706400,duplicate,8d5158a1c5daf6675703df3360a3ce5ea58184e4,Second retry probe fixed with3941693842.
977,review,,https://github.com/srbhr/Resume-Matcher/pull/977#pullrequestreview-5122596920,not-actionable,,Tool summary of associated inline findings; no additional concrete code request. All associated inline findings receive individual dispositions.
977,review,,https://github.com/srbhr/Resume-Matcher/pull/977#pullrequestreview-5122610248,not-actionable,,Tool summary of associated inline findings; no additional concrete code request. All associated inline findings receive individual dispositions.
977,comment,,https://github.com/srbhr/Resume-Matcher/pull/977#issuecomment-5554044842,not-actionable,,Tool summary of associated inline findings; no additional concrete code request. All associated inline findings receive individual dispositions.
978,inline,apps/frontend/hooks/use-file-upload.ts,https://github.com/srbhr/Resume-Matcher/pull/978#discussion_r3941692910,fixed,9761c06315df37545bf4e00dd7f8c0e73bc8f13b,"Synchronous action state drives both capacity/duplicate checks and callback payloads. Batched add/add/remove regression failed on old callback/capacity values, now passes; tests/use-file-upload.test.tsx."
978,inline,apps/frontend/lib/api/client.ts,https://github.com/srbhr/Resume-Matcher/pull/978#discussion_r3941692935,fixed,9761c06315df37545bf4e00dd7f8c0e73bc8f13b,Custom string and Error abort reasons now reject with name AbortError and preserve the original reason as cause. Both parameterized API regressions were red and pass.
978,inline,apps/frontend/lib/api/client.ts,https://github.com/srbhr/Resume-Matcher/pull/978#discussion_r3941713608,fixed,9761c06315df37545bf4e00dd7f8c0e73bc8f13b,Buffered responses preserve url/redirected/type; nonconstructible statuses are returned unchanged before buffering. Metadata regression was red and passes; real opaque responses already have null bodies.
978,inline,apps/frontend/components/dashboard/resume-upload-dialog.tsx,https://github.com/srbhr/Resume-Matcher/pull/978#discussion_r3941713612,fixed,9761c06315df37545bf4e00dd7f8c0e73bc8f13b,File-list changes synchronously cancel the previous success timer. The second-upload regression stays open/uploading past the old 1500ms timer.
978,inline,apps/frontend/tests/dashboard-upload-lifecycle.test.tsx,https://github.com/srbhr/Resume-Matcher/pull/978#discussion_r3941713614,fixed,9761c06315df37545bf4e00dd7f8c0e73bc8f13b,Removed misleading timer advancement; dashboard integration now asserts master-card replacement. Actual delayed close remains asserted in dialog-level lifecycle tests.
978,inline,apps/frontend/components/dashboard/resume-upload-dialog.tsx,https://github.com/srbhr/Resume-Matcher/pull/978#discussion_r3941739356,fixed,9761c06315df37545bf4e00dd7f8c0e73bc8f13b,Layout cleanup/close increments retry ownership and clears busy state. Deferred retry after close/reopen cannot call upload-complete or disable new file selection.
978,inline,apps/frontend/components/dashboard/resume-upload-dialog.tsx,https://github.com/srbhr/Resume-Matcher/pull/978#discussion_r3941739359,duplicate,9761c06315df37545bf4e00dd7f8c0e73bc8f13b,Duplicate of PRRC_kwDODyNbyM7q8cbM. File-list changes synchronously cancel the previous success timer. The second-upload regression stays open/uploading past the old 1500ms timer.
978,inline,apps/frontend/lib/api/client.ts,https://github.com/srbhr/Resume-Matcher/pull/978#discussion_r3941739362,duplicate,9761c06315df37545bf4e00dd7f8c0e73bc8f13b,Duplicate of PRRC_kwDODyNbyM7q8cbI. Buffered responses preserve url/redirected/type; nonconstructible statuses are returned unchanged before buffering. Metadata regression was red and passes; real opaque responses already have null bodies.
978,inline,apps/frontend/hooks/use-file-upload.ts,https://github.com/srbhr/Resume-Matcher/pull/978#discussion_r3941739365,duplicate,9761c06315df37545bf4e00dd7f8c0e73bc8f13b,"Duplicate of PRRC_kwDODyNbyM7q8XXu. Synchronous action state drives both capacity/duplicate checks and callback payloads. Batched add/add/remove regression failed on old callback/capacity values, now passes; tests/use-file-upload.test.tsx."
978,inline,apps/frontend/components/dashboard/resume-upload-dialog.tsx,https://github.com/srbhr/Resume-Matcher/pull/978#discussion_r3941739366,fixed,9761c06315df37545bf4e00dd7f8c0e73bc8f13b,Timer is registered before onUploadComplete; the flushSync-unmount regression proves cleanup can always cancel it.
978,inline,apps/frontend/tests/resume-upload-dialog.test.tsx,https://github.com/srbhr/Resume-Matcher/pull/978#discussion_r3941739367,fixed,9761c06315df37545bf4e00dd7f8c0e73bc8f13b,Replaced hand-counted microtask flushes with vi.waitFor on visible success; timer lifecycle assertions remain deterministic under fake timers.
978,inline,apps/frontend/tests/dashboard-upload-lifecycle.test.tsx,https://github.com/srbhr/Resume-Matcher/pull/978#discussion_r3941739369,duplicate,9761c06315df37545bf4e00dd7f8c0e73bc8f13b,Duplicate of PRRC_kwDODyNbyM7q8cbO. Removed misleading timer advancement; dashboard integration now asserts master-card replacement. Actual delayed close remains asserted in dialog-level lifecycle tests.
978,review,,https://github.com/srbhr/Resume-Matcher/pull/978#pullrequestreview-5122595650,duplicate,9761c06315df37545bf4e00dd7f8c0e73bc8f13b,"Review summary rechecked in full, including embedded violation/details tables. Frontend findings duplicate the individually dispositioned inline comments on this PR; see the same-pr records for fix and verification evidence."
978,review,,https://github.com/srbhr/Resume-Matcher/pull/978#pullrequestreview-5122645698,duplicate,9761c06315df37545bf4e00dd7f8c0e73bc8f13b,"Review summary rechecked in full, including embedded violation/details tables. Frontend findings duplicate the individually dispositioned inline comments on this PR; see the same-pr records for fix and verification evidence."
978,comment,,https://github.com/srbhr/Resume-Matcher/pull/978#issuecomment-5554068515,duplicate,9761c06315df37545bf4e00dd7f8c0e73bc8f13b,"Review summary rechecked in full, including embedded violation/details tables. Frontend findings duplicate the individually dispositioned inline comments on this PR; see the same-pr records for fix and verification evidence."
979,inline,docs/agent/architecture/frontend-workflow.md,https://github.com/srbhr/Resume-Matcher/pull/979#discussion_r3941694365,fixed,4ad22ef8d5215c986b0427901398337e479a9346,Current full-stack docs already used scoped keys; expanded the exact <resumeId>/new variants in frontend-workflow.md.
979,inline,docs/agent/architecture/frontend-workflow.md,https://github.com/srbhr/Resume-Matcher/pull/979#discussion_r3941694387,fixed,4ad22ef8d5215c986b0427901398337e479a9346,Replaced no-op comma expressions with real fetchResume/updateResume imports and an awaited usage example.
979,inline,apps/frontend/components/builder/resume-builder.tsx,https://github.com/srbhr/Resume-Matcher/pull/979#discussion_r3941707436,fixed,4ad22ef8d5215c986b0427901398337e479a9346,Usable processed data can establish a baseline for legacy pending defaults. Explicit processing/failed states remain blocked; legacy-pending regression passes.
979,inline,apps/frontend/components/builder/resume-builder.tsx,https://github.com/srbhr/Resume-Matcher/pull/979#discussion_r3941707439,fixed,4ad22ef8d5215c986b0427901398337e479a9346,Shape guard permits absent optional sections while rejecting malformed provided types and empty/unknown objects. Actual builder partial raw-JSON baseline regression passes.
979,inline,docs/agent/architecture/frontend-workflow.md,https://github.com/srbhr/Resume-Matcher/pull/979#discussion_r3941707444,duplicate,4ad22ef8d5215c986b0427901398337e479a9346,Duplicate of PRRC_kwDODyNbyM7q8Xud. Current full-stack docs already used scoped keys; expanded the exact <resumeId>/new variants in frontend-workflow.md.
979,inline,docs/agent/architecture/frontend-workflow.md,https://github.com/srbhr/Resume-Matcher/pull/979#discussion_r3941707447,duplicate,4ad22ef8d5215c986b0427901398337e479a9346,Duplicate of PRRC_kwDODyNbyM7q8Xuz. Replaced no-op comma expressions with real fetchResume/updateResume imports and an awaited usage example.
979,inline,apps/frontend/components/builder/resume-builder.tsx,https://github.com/srbhr/Resume-Matcher/pull/979#discussion_r3941712836,fixed,4ad22ef8d5215c986b0427901398337e479a9346,"Title/attachments are committed only after a usable baseline is selected, and attachment writes/generation require loaded state. Unusable-response regression proves old attachment content is not exposed. Requires stage05 attachment implementation."
979,review,,https://github.com/srbhr/Resume-Matcher/pull/979#pullrequestreview-5122597639,duplicate,4ad22ef8d5215c986b0427901398337e479a9346,"Review summary rechecked in full, including embedded violation/details tables. Frontend findings duplicate the individually dispositioned inline comments on this PR; see the same-pr records for fix and verification evidence."
979,review,,https://github.com/srbhr/Resume-Matcher/pull/979#pullrequestreview-5122611349,duplicate,4ad22ef8d5215c986b0427901398337e479a9346,"Review summary rechecked in full, including embedded violation/details tables. Frontend findings duplicate the individually dispositioned inline comments on this PR; see the same-pr records for fix and verification evidence."
979,comment,,https://github.com/srbhr/Resume-Matcher/pull/979#issuecomment-5554066896,duplicate,4ad22ef8d5215c986b0427901398337e479a9346,"Review summary rechecked in full, including embedded violation/details tables. Frontend findings duplicate the individually dispositioned inline comments on this PR; see the same-pr records for fix and verification evidence."
980,inline,apps/frontend/app/(default)/resumes/[id]/page.tsx,https://github.com/srbhr/Resume-Matcher/pull/980#discussion_r3941695650,fixed,fad76b11caa8c4232f443750f49424af1caf11b9,Blocked fallback popup retains common.popupBlocked including its direct URL. Viewer error/retry test asserts specific message and eventual success dialog.
980,inline,apps/frontend/app/(default)/resumes/[id]/page.tsx,https://github.com/srbhr/Resume-Matcher/pull/980#discussion_r3941713626,fixed,fad76b11caa8c4232f443750f49424af1caf11b9,Close edit mode before the asynchronous rename and guard duplicate in-flight saves. Failed rename preserves edited value for Retry without an active onBlur input.
980,inline,apps/frontend/components/builder/resume-builder.tsx,https://github.com/srbhr/Resume-Matcher/pull/980#discussion_r3941713628,fixed,fad76b11caa8c4232f443750f49424af1caf11b9,Shared document-owned write queues serialize cover/outreach saves and generation; Back loops until both latest values match acknowledged baselines. Real deferred first/second/final edit tests pass.
980,inline,apps/frontend/app/(default)/resumes/[id]/page.tsx,https://github.com/srbhr/Resume-Matcher/pull/980#discussion_r3941713630,duplicate,fad76b11caa8c4232f443750f49424af1caf11b9,Duplicate of PRRC_kwDODyNbyM7q8YCi. Blocked fallback popup retains common.popupBlocked including its direct URL. Viewer error/retry test asserts specific message and eventual success dialog.
980,inline,apps/frontend/components/builder/resume-builder.tsx,https://github.com/srbhr/Resume-Matcher/pull/980#discussion_r3941730909,duplicate,fad76b11caa8c4232f443750f49424af1caf11b9,Duplicate of PRRC_kwDODyNbyM7q8cbc. Shared document-owned write queues serialize cover/outreach saves and generation; Back loops until both latest values match acknowledged baselines. Real deferred first/second/final edit tests pass.
980,inline,apps/frontend/components/builder/resume-builder.tsx,https://github.com/srbhr/Resume-Matcher/pull/980#discussion_r3941730914,fixed,fad76b11caa8c4232f443750f49424af1caf11b9,"Export first drains prior writes even when editor matches its old baseline, then converges the now-current server revision. Revert-while-save regression blocks PDF until final acknowledgement."
980,inline,apps/frontend/lib/utils/attachment-draft-storage.ts,https://github.com/srbhr/Resume-Matcher/pull/980#discussion_r3941730916,fixed,fad76b11caa8c4232f443750f49424af1caf11b9,"Settings reset now includes exported ATTACHMENT_DRAFT_STORAGE_PREFIX in scoped cleanup; inspected actual reset filter, full lint/typecheck/build and frontend suite pass."
980,inline,apps/frontend/app/(default)/dashboard/page.tsx,https://github.com/srbhr/Resume-Matcher/pull/980#discussion_r3941730919,already-resolved,6ef226964b893350af7a776ac1ed85790258b6db,Already guarded by requestId/isCurrent in full-stack stage07 dashboard catch. Existing newer-focus/old-response coverage plus final dashboard suite passes.
980,inline,apps/frontend/app/(default)/resumes/[id]/page.tsx,https://github.com/srbhr/Resume-Matcher/pull/980#discussion_r3941730923,duplicate,fad76b11caa8c4232f443750f49424af1caf11b9,Duplicate of PRRC_kwDODyNbyM7q8cba. Close edit mode before the asynchronous rename and guard duplicate in-flight saves. Failed rename preserves edited value for Retry without an active onBlur input.
980,inline,apps/frontend/components/builder/resume-builder.tsx,https://github.com/srbhr/Resume-Matcher/pull/980#discussion_r3941730935,fixed,fad76b11caa8c4232f443750f49424af1caf11b9,"Generation and saves share per-document queues, and generated replacements increment edit versions. Deferred save→generate regressions for cover/outreach confirm generated server content remains clean."
980,inline,apps/frontend/tests/dashboard-errors.test.tsx,https://github.com/srbhr/Resume-Matcher/pull/980#discussion_r3941730938,fixed,fad76b11caa8c4232f443750f49424af1caf11b9,"Confirmation buttons are selected within the dialog, removing DOM order and optional-click assumptions."
980,inline,apps/frontend/tests/resume-viewer-errors.test.tsx,https://github.com/srbhr/Resume-Matcher/pull/980#discussion_r3941730943,fixed,fad76b11caa8c4232f443750f49424af1caf11b9,"Download retry now asserts the success dialog and disappearance of the error dialog, beyond request counts."
980,inline,apps/frontend/app/(default)/dashboard/page.tsx,https://github.com/srbhr/Resume-Matcher/pull/980#discussion_r3941730950,fixed,fad76b11caa8c4232f443750f49424af1caf11b9,"List failure keeps existing master/cards and management controls visible, while first-load failure still avoids a fake empty-account state. Real focus-refresh failure test passes."
980,inline,apps/frontend/app/(default)/resumes/[id]/page.tsx,https://github.com/srbhr/Resume-Matcher/pull/980#discussion_r3941730953,duplicate,fad76b11caa8c4232f443750f49424af1caf11b9,Duplicate of PRRC_kwDODyNbyM7q8YCi. Blocked fallback popup retains common.popupBlocked including its direct URL. Viewer error/retry test asserts specific message and eventual success dialog.
980,review,,https://github.com/srbhr/Resume-Matcher/pull/980#pullrequestreview-5122599171,duplicate,fad76b11caa8c4232f443750f49424af1caf11b9,"Review summary rechecked in full, including embedded violation/details tables. Frontend findings duplicate the individually dispositioned inline comments on this PR; see the same-pr records for fix and verification evidence."
980,review,,https://github.com/srbhr/Resume-Matcher/pull/980#pullrequestreview-5122634544,duplicate,fad76b11caa8c4232f443750f49424af1caf11b9,"Review summary rechecked in full, including embedded violation/details tables. Frontend findings duplicate the individually dispositioned inline comments on this PR; see the same-pr records for fix and verification evidence."
980,comment,,https://github.com/srbhr/Resume-Matcher/pull/980#issuecomment-5554069082,duplicate,fad76b11caa8c4232f443750f49424af1caf11b9,"Review summary rechecked in full, including embedded violation/details tables. Frontend findings duplicate the individually dispositioned inline comments on this PR; see the same-pr records for fix and verification evidence."
981,inline,apps/frontend/components/builder/resume-builder.tsx,https://github.com/srbhr/Resume-Matcher/pull/981#discussion_r3941692907,fixed,3a495d658c85b2906ff64fedc34b0271eef62150,Backup availability reflects successful scoped write OR a readable matching source draft. A disappeared source + failed write no longer claims backup; matching legacy/scoped backup is retained honestly instead of blindly applying the suggested false flag.
981,inline,apps/frontend/components/resume-wizard/resume-wizard-page.tsx,https://github.com/srbhr/Resume-Matcher/pull/981#discussion_r3941710013,fixed,e8bd311e6da1e0f9cf956ebb3bf82b68384a06ab,Failed draft removal writes a completion receipt; remount offers only Open created and never finalizes again. d66a2dc frontend regression passes. Backend all-storage-fail identical-draft replay is independently implemented by AI agent in02f8132.
981,inline,apps/frontend/lib/utils/resume-wizard-storage.ts,https://github.com/srbhr/Resume-Matcher/pull/981#discussion_r3941710017,fixed,3a495d658c85b2906ff64fedc34b0271eef62150,"Restore clamps current progress to min(asked_count,total); existing readResumeWizardDraft regression was red at8 vs2, now passes."
981,inline,apps/frontend/components/builder/resume-builder.tsx,https://github.com/srbhr/Resume-Matcher/pull/981#discussion_r3941710019,fixed,3a495d658c85b2906ff64fedc34b0271eef62150,A failed replacement write preserves backup availability only when the stored draft matches current cover/outreach values. Restore-then-offline Back regression keeps edit and correct backup warning.
981,inline,apps/backend/app/services/resume_wizard.py,https://github.com/srbhr/Resume-Matcher/pull/981#discussion_r3941710026,fixed,ec9b0d2e0c908494ccd3dd3f905152b82276badc,Wizard model guidance fields default while resume_data remains required. Unit test covers omitted keys.
981,inline,apps/frontend/components/builder/resume-builder.tsx,https://github.com/srbhr/Resume-Matcher/pull/981#discussion_r3941710030,duplicate,3a495d658c85b2906ff64fedc34b0271eef62150,Duplicate of PRRC_kwDODyNbyM7q8XXr. Backup availability reflects successful scoped write OR a readable matching source draft. A disappeared source + failed write no longer claims backup; matching legacy/scoped backup is retained honestly instead of blindly applying the suggested false flag.
981,inline,apps/frontend/lib/utils/resume-wizard-storage.ts,https://github.com/srbhr/Resume-Matcher/pull/981#discussion_r3941710033,fixed,3a495d658c85b2906ff64fedc34b0271eef62150,"Description text and styles are filtered as pairs using original indexes; plain rows remain plain after malformed/blank preceding entries. Covers work, projects and custom items."
981,inline,apps/backend/tests/integration/test_resume_wizard_api.py,https://github.com/srbhr/Resume-Matcher/pull/981#discussion_r3941710036,fixed,60bb4d99aab9b132538aa0cedab0781aee6cdf03,Removed assertions against the caller-local object; API error and model-call assertions remain.
981,inline,apps/frontend/tests/resume-builder-attachments.test.tsx,https://github.com/srbhr/Resume-Matcher/pull/981#discussion_r3941710043,fixed,3a495d658c85b2906ff64fedc34b0271eef62150,Failed-storage test now explicitly asserts UNSAVED OUTREACH remains in the live editor after Back.
981,inline,apps/frontend/components/resume-wizard/resume-wizard-page.tsx,https://github.com/srbhr/Resume-Matcher/pull/981#discussion_r3941737187,not-actionable,,"Not applicable: installed Next AppRouterInstance.push is void, not Promise<boolean>; that Promise contract belongs to Pages Router. Existing test correctly covers synchronous routing failure and final production TypeScript/build passes."
981,inline,apps/frontend/components/resume-wizard/resume-wizard-page.tsx,https://github.com/srbhr/Resume-Matcher/pull/981#discussion_r3941737194,fixed,3a495d658c85b2906ff64fedc34b0271eef62150,Restored defensive complete→review coercion in the fallback QuestionCard; normal acknowledged completions still use the success panel.
981,inline,apps/frontend/components/builder/resume-builder.tsx,https://github.com/srbhr/Resume-Matcher/pull/981#discussion_r3941737198,duplicate,3a495d658c85b2906ff64fedc34b0271eef62150,Duplicate of PRRC_kwDODyNbyM7q8XXr. Backup availability reflects successful scoped write OR a readable matching source draft. A disappeared source + failed write no longer claims backup; matching legacy/scoped backup is retained honestly instead of blindly applying the suggested false flag.
981,inline,apps/backend/app/services/resume_wizard.py,https://github.com/srbhr/Resume-Matcher/pull/981#discussion_r3941737204,duplicate,ec9b0d2e0c908494ccd3dd3f905152b82276badc,Same envelope-default root cause as 3941710026; strict supplied values remain validated.
981,inline,apps/frontend/lib/utils/resume-wizard-storage.ts,https://github.com/srbhr/Resume-Matcher/pull/981#discussion_r3941737212,fixed,3a495d658c85b2906ff64fedc34b0271eef62150,"Finite numeric year values are preserved as strings for work, education, projects and custom items; malformed objects remain sanitized."
981,review,,https://github.com/srbhr/Resume-Matcher/pull/981#pullrequestreview-5122595643,duplicate,3a495d658c85b2906ff64fedc34b0271eef62150,"Review summary rechecked in full, including embedded violation/details tables. Frontend findings duplicate the individually dispositioned inline comments on this PR; see the same-pr records for fix and verification evidence. Backend/schema/test and non-frontend documentation entries in this summary belong to root/AI/storage agents and must be joined to their dispositions."
981,review,,https://github.com/srbhr/Resume-Matcher/pull/981#pullrequestreview-5122613863,duplicate,3a495d658c85b2906ff64fedc34b0271eef62150,"Review summary rechecked in full, including embedded violation/details tables. Frontend findings duplicate the individually dispositioned inline comments on this PR; see the same-pr records for fix and verification evidence. Backend/schema/test and non-frontend documentation entries in this summary belong to root/AI/storage agents and must be joined to their dispositions."
981,comment,,https://github.com/srbhr/Resume-Matcher/pull/981#issuecomment-5554108418,duplicate,3a495d658c85b2906ff64fedc34b0271eef62150,"Review summary rechecked in full, including embedded violation/details tables. Frontend findings duplicate the individually dispositioned inline comments on this PR; see the same-pr records for fix and verification evidence. Backend/schema/test and non-frontend documentation entries in this summary belong to root/AI/storage agents and must be joined to their dispositions."
982,inline,apps/frontend/tests/dashboard-refresh.test.tsx,https://github.com/srbhr/Resume-Matcher/pull/982#discussion_r3941691075,not-actionable,,Not applicable: typeof in a TypeScript type query can refer to a type-only imported value declaration. The unchanged import compiles under installed TypeScript; final tsc --noEmit and Next build pass.
982,inline,apps/frontend/tests/dashboard-errors.test.tsx,https://github.com/srbhr/Resume-Matcher/pull/982#discussion_r3941691086,duplicate,fad76b11caa8c4232f443750f49424af1caf11b9,"Duplicate of PRRC_kwDODyNbyM7q8gp6. Confirmation buttons are selected within the dialog, removing DOM order and optional-click assumptions."
982,inline,apps/frontend/app/(default)/dashboard/page.tsx,https://github.com/srbhr/Resume-Matcher/pull/982#discussion_r3941710107,fixed,49cdf2385293a286fd3a76c237f35b55508ba5da,Serial polls use3s exponential backoff capped30s and stop after12 polls; background checks preserve processing label and hidden tabs skip dispatch. Stuck-job regression verifies bounded calls and no false failure.
982,inline,apps/frontend/app/(default)/dashboard/page.tsx,https://github.com/srbhr/Resume-Matcher/pull/982#discussion_r3941710109,fixed,49cdf2385293a286fd3a76c237f35b55508ba5da,Upload completion schedules a replacement list fetch. Deferred old-list + uploaded-master/fresh-card regression proves invalidated response cannot leave stale grid.
982,inline,apps/frontend/app/(default)/dashboard/page.tsx,https://github.com/srbhr/Resume-Matcher/pull/982#discussion_r3941710110,fixed,49cdf2385293a286fd3a76c237f35b55508ba5da,Dedicated retry owner prevents status refresh from invalidating/re-enabling a pending POST. Focus-during-retry regression completes ready from the original request.
982,inline,apps/frontend/app/(default)/dashboard/page.tsx,https://github.com/srbhr/Resume-Matcher/pull/982#discussion_r3941715339,duplicate,49cdf2385293a286fd3a76c237f35b55508ba5da,Duplicate of PRRC_kwDODyNbyM7q8bke. Dedicated retry owner prevents status refresh from invalidating/re-enabling a pending POST. Focus-during-retry regression completes ready from the original request.
982,inline,apps/frontend/app/(default)/dashboard/page.tsx,https://github.com/srbhr/Resume-Matcher/pull/982#discussion_r3941715341,fixed,49cdf2385293a286fd3a76c237f35b55508ba5da,Timer captures status request ID and rejects dispatch after a same-master refresh has begun; explicit queued-callback regression passes.
982,inline,apps/frontend/app/(default)/dashboard/page.tsx,https://github.com/srbhr/Resume-Matcher/pull/982#discussion_r3941715345,duplicate,49cdf2385293a286fd3a76c237f35b55508ba5da,Duplicate of PRRC_kwDODyNbyM7q8bkd. Upload completion schedules a replacement list fetch. Deferred old-list + uploaded-master/fresh-card regression proves invalidated response cannot leave stale grid.
982,inline,apps/frontend/app/(default)/dashboard/page.tsx,https://github.com/srbhr/Resume-Matcher/pull/982#discussion_r3941715348,duplicate,49cdf2385293a286fd3a76c237f35b55508ba5da,Duplicate of PRRC_kwDODyNbyM7q8bkb. Serial polls use3s exponential backoff capped30s and stop after12 polls; background checks preserve processing label and hidden tabs skip dispatch. Stuck-job regression verifies bounded calls and no false failure.
982,review,,https://github.com/srbhr/Resume-Matcher/pull/982#pullrequestreview-5122592891,duplicate,49cdf2385293a286fd3a76c237f35b55508ba5da,"Review summary rechecked in full, including embedded violation/details tables. Frontend findings duplicate the individually dispositioned inline comments on this PR; see the same-pr records for fix and verification evidence."
982,review,,https://github.com/srbhr/Resume-Matcher/pull/982#pullrequestreview-5122618511,duplicate,49cdf2385293a286fd3a76c237f35b55508ba5da,"Review summary rechecked in full, including embedded violation/details tables. Frontend findings duplicate the individually dispositioned inline comments on this PR; see the same-pr records for fix and verification evidence."
982,comment,,https://github.com/srbhr/Resume-Matcher/pull/982#issuecomment-5554061326,duplicate,49cdf2385293a286fd3a76c237f35b55508ba5da,"Review summary rechecked in full, including embedded violation/details tables. Frontend findings duplicate the individually dispositioned inline comments on this PR; see the same-pr records for fix and verification evidence."
983,inline,apps/backend/app/database.py,https://github.com/srbhr/Resume-Matcher/pull/983#discussion_r3941702174,fixed,14d68dcc16581ce767a5c6d69064304c84380b98,A failed processing commit clears old processed_data; real SQLite regression starts with stale structured data and verifies None.
983,inline,apps/backend/tests/integration/test_upload_processing.py,https://github.com/srbhr/Resume-Matcher/pull/983#discussion_r3941702190,fixed,14d68dcc16581ce767a5c6d69064304c84380b98,Removed module-level temporary DATA_DIR/CONFIG_FILE_PATH mutations; shared conftest isolation owns all backend imports and per-test state.
983,inline,apps/backend/tests/unit/test_document_processing.py,https://github.com/srbhr/Resume-Matcher/pull/983#discussion_r3941702203,duplicate,14d68dcc16581ce767a5c6d69064304c84380b98,Removed module-level temporary DATA_DIR/CONFIG_FILE_PATH mutations; shared conftest isolation owns all backend imports and per-test state.
